Title	ISSN	EISSN	Field	Parent	Format	Documentation
Journal of Applied Animal Research	0971-2119	0974-1844	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TAAR20&page=instructions
Journal of Applied Water Engineering and Research		2324-9676	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJAW20&page=instructions
Journal of Freshwater Ecology	0270-5060	2156-6941	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJFE20&page=instructions
Journal of Integrative Environmental Sciences	1943-815X	1943-8168	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=NENS20&page=instructions
Journal of Natural History	0022-2933	1464-5262	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TNAH20&page=instructions
Journal of Plant Interactions	1742-9145	1742-9153	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TJPI20&page=instructions
Marine and Freshwater Behaviour and Physiology	1023-6244	1029-0362	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GMFW20&page=instructions
Mycology	2150-1203	2150-1211	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TMYC20&page=instructions
Natural Product Research	1478-6419	1478-6427	science	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=GNPL20&page=instructions
Oriental Insects	0030-5316	2157-8745	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TOIN20&page=instructions
Palynology	0191-6122	1558-9188	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TPAL20&page=instructions
Scandinavian Journal of Forest Research	0282-7581	1651-1891	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=SFOR20&page=instructions
Ships and Offshore Structures	1744-5302	1754-212X	engineering	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TSOS20&page=instructions
Veterinary Quarterly	0165-2176	1875-5941	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TVEQ20&page=instructions
Webbia	0083-7792	2169-4060	biology	taylor-and-francis-council-of-science-editors-author-date	author-date	http://www.tandfonline.com/action/authorSubmission?journalCode=TWEB20&page=instructions
Advanced Composite Materials	0924-3046	1568-5519	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TACM20&page=instructions
Advanced Robotics	0169-1864	1568-5535	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TADR20&page=instructions
Applicable Analysis	0003-6811	1563-504X	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GAPA20&page=instructions
Bioscience, Biotechnology, and Biochemistry	0916-8451	1347-6947	biology	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TBBB20&page=instructions
Biotechnology & Biotechnological Equipment	1310-2818	1314-3530	biology	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TBEQ20&page=instructions
Brain-Computer Interfaces	2326-263X	2326-2621	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TBCI20&page=instructions
Chemistry and Ecology	0275-7540	1029-0370	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GCHE20&page=instructions
Complex Variables and Elliptic Equations	1747-6933	1747-6941	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GCOV20&page=instructions
Composite Interfaces		1568-5543	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TCOI20&page=instructions
Crystallography Reviews	0889-311X	1476-3508	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GCRY20&page=instructions
Cyber-Physical Systems	2333-5777	2333-5785	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TCYB20&page=instructions
Designed Monomers and Polymers		1568-5551	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TDMP20&page=instructions
Dynamical Systems	1468-9367	1468-9375	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=CDSS20&page=instructions
Environmental Technology	0959-3330	1479-487X	biology	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TENT20&page=instructions
Environmental Technology Reviews	2162-2515	2162-2523	biology	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TETR20&page=instructions
Fatigue: Biomedicine, Health & Behavior	2164-1846	2164-1862	medicine	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=RFTG20&page=instructions
High Pressure Research	0895-7959	1477-2299	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GHPR20&page=instructions
HKIE Transactions	1023-697X	2326-3733	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=THIE20&page=instructions
Integral Transforms and Special Functions	1065-2469	1476-8291	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GITR20&page=instructions
International Journal of Advanced Logistics	2287-108X	2287-7592	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TJAL20&page=instructions
International Journal of Mathematical Education in Science and Technology	0020-739X	1464-5211	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TMES20&page=instructions
International Journal of Parallel, Emergent and Distributed Systems	1744-5760	1744-5779	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GPAA20&page=instructions
Inverse Problems in Science and Engineering	1741-5977	1741-5985	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GIPE20&page=instructions
Isotopes in Environmental and Health Studies	1025-6016	1477-2639	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GIEH20&page=instructions
Journal of Adhesion Science and Technology	0169-4243	1568-5616	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TAST20&page=instructions
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TBSP20&page=instructions
Journal of Electromagnetic Waves and Applications	0920-5071	1569-3937	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TEWA20&page=instructions
Journal of Experimental Nanoscience	1745-8080	1745-8099	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TJEN20&page=instructions
Journal of Organic Semiconductors	2160-6099	2160-6110	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TJOS20&page=instructions
Journal of Statistical Computation and Simulation	0094-9655	1563-5163	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GSCS20&page=instructions
Journal of Sulfur Chemistry	1741-5993	1741-6000	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GSRP20&page=instructions
Journal of Sustainable Cement-Based Materials	2165-0373	2165-0381	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TSCM20&page=instructions
Journal of the Chinese Advanced Materials Society	2224-3682	2168-1031	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TADM20&page=instructions
Journal of Turbulence		1468-5248	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TJOT20&page=instructions
Linear and Multilinear Algebra	0308-1087	1563-5139	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GLMA20&page=instructions
Liquid Crystals	0267-8292	1366-5855	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCT20&page=instructions
Liquid Crystals Reviews	2168-0396	2168-0418	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCR20&page=instructions
Liquid Crystals Today	1358-314X	1464-5181	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TLCY20&page=instructions
Materials Research Letters		2166-3831	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TMRL20&page=instructions
Molecular Simulation	0892-7022	1029-0435	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GMOS20&page=instructions
Nanoscience Methods		2164-2311	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TNME20&page=instructions
Nondestructive Testing and Evaluation	1058-9759	1477-2671	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GNTE20&page=instructions
Optimization	0233-1934	1029-4945	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GOPT20&page=instructions
Phase Transitions	0141-1594	1029-0338	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GPHT20&page=instructions
Physics and Chemistry of Liquids	0031-9104	1029-0451	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GPCH20&page=instructions
Quantitative InfraRed Thermography Journal	1768-6733	2116-7176	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TQRT20&page=instructions
Statistics	0233-1888	1029-4910	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=GSTA20&page=instructions
Vehicle System Dynamics	0042-3114	1744-5159	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=NVSD20&page=instructions
Waves in Random and Complex Media	1745-5030	1745-5049	science	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TWRM20&page=instructions
Welding International	0950-7116	1754-2138	engineering	taylor-and-francis-national-library-of-medicine	numeric	http://www.tandfonline.com/action/authorSubmission?journalCode=TWLD20&page=instructions
